,ADDED_BY_USER,DTTM_RCD_ADDED,UPDATED_BY_USER,POLICY_ID,POLICY_NAME,POLICY_NUMBER,POLICY_STATUS_CODE,INSURER_EID,ISSUE_DATE,REVIEW_DATE,RENEWAL_DATE,EFFECTIVE_DATE,EXPIRATION_DATE,CANCEL_DATE,PREMIUM,TRIGGER_CLAIM_FLAG,PRIMARY_POLICY_FLG,COMMENTS,DTTM_RCD_LAST_UPD,BROKER_EID,BANK_ACC_ID,SUB_ACC_ROW_ID,HTMLCOMMENTS,ALL_STATES_FLAG,POLICY_SYSTEM_ID,POLICY_LOB_CODE,POLICY_SYMBOL,EXTERNAL_POLICY_ID,CURRENCY_CODE,MODULE,MASTER_COMPANY,LOCATION_COMPANY,BRANCH_CODE,LEGACY_UNIQUE_IDENTIFIER,INVALID_IND,PAID_TO_DATE,ISSUE_SYSTEM,RESINSURANCE_FLAG,RETRO_DATE,TAIL_DATE,REINSURANCE_CODE,EXTERNAL_POLICY_KEY,MASTER_COMPANY_DESC,INJURY_MGT_PROGRAM_CODE,CANCEL_REASON_CODE,GST_RATE,GST_AMOUNT,ITC_RATE,PREMIUM_WO_GST,PRODUCT_TYPE,PRODUCT_SUB_TYPE,REPT_PRODUCT_TYPE,ISSUE_STATE,MAJOR_LOB,FACE_AMOUNT,CONTESTABLE,INSURED_INDICATOR,ANNUITY_QUAL_TYPE,PAR_TYPE,ADMIN_PAID_DATE,PLAN_CODE,REGION,CLIENT_PROG_ID,UMR_ROW_ID,PROCESSED
294,MHerman,20160623153738,MHerman,154681,MCPK08184103,0818410,212,0,,,,20160221,20170221,,0.0,0,-1,,20160623153738,0,0,0,,0,1,6857,PKG,,26723,03,05,00,,194897,0,,,0,,,0,"PKG,0818410,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
295,TCON1A,20120813130110,TCON1A,154685,11CAA5886101,1158861,212,0,,,,20080301,20090228,20090228,0.0,0,-1,,20120813130110,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,116795,0,,,0,,,0,"CAA,1158861,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
296,KBarker,20160608143443,KBarker,154719,AGL001118400,0011184,212,0,,,,20140326,20150326,,0.0,0,-1,,20160608143443,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,194267,0,,,0,,,0,"AGL,0011184,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
297,KGaspard,20160825111350,KGaspard,154732,PCD930002602,9300026,212,0,,,,20151027,20161027,,0.0,0,-1,,20160825111350,0,0,0,,0,1,7927,PCD,,26723,02,05,00,,197286,0,,,0,,,0,"PCD,9300026,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
298,LBiga,20150421122813,LBiga,154736,FLP004946302,0049463,212,0,,,,20140415,20150415,,0.0,0,-1,,20150421122813,0,0,0,,0,1,26323,FLP,,26723,02,01,00,,180359,0,,,0,,,0,"FLP,0049463,02,01,00",,,,,,,,,,,,,,,,,,,,,,,
299,MHerman,20161117181725,MHerman,154765,11PKG8914307,1189143,212,0,,,,20160101,20170101,,0.0,0,-1,,20161117181725,0,0,0,,0,1,6857,PKG,,26723,07,05,00,,200650,0,,,0,,,0,"PKG,1189143,07,05,00",,,,,,,,,,,,,,,,,,,,,,,
300,TCON2A,20120815205910,TCON2A,154768,WCX003343001,0033430,212,0,,,,20100701,20110701,,0.0,0,-1,,20120815205910,0,0,0,,0,1,26327,WCX,,26723,01,05,00,10,119374,0,,,0,,,0,"WCX,0033430,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
301,JVictori,20140219141616,JVictori,154779,11WCX5945600,1159456,212,0,,,,20080101,20090101,,0.0,0,-1,,20140219141616,0,0,0,,0,1,26327,WCX,,26723,00,05,00,,156758,0,,,0,,,0,"WCX,1159456,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
302,ARodstro,20151223095047,ARodstro,154805,GAP005740000,0057400,212,0,,,,20140820,20160820,,0.0,0,-1,,20151223095047,0,0,0,,0,1,26326,GAP,,26723,00,01,00,,188465,0,,,0,,,0,"GAP,0057400,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
303,KRager,20160408153041,KRager,154834,APL000737103,0007371,212,0,,,,20080601,20090601,,0.0,0,-1,,20160408153041,0,0,0,,0,1,26325,APL,,26723,03,01,00,,192118,0,,,0,,,0,"APL,0007371,03,01,00",,,,,,,,,,,,,,,,,,,,,,,
304,TCON3A,20120907021404,TCON3A,154877,11WCX5939801,1159398,212,0,,,,20080701,20090701,,0.0,0,-1,,20120907021404,0,0,0,,0,1,26327,WCX,,26723,01,05,00,10,126642,0,,,0,,,0,"WCX,1159398,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
305,TCON3A,20120907070047,TCON3A,154879,PML001139900,0011399,212,0,,,,20051115,20061115,,0.0,0,-1,,20120907070047,0,0,0,,0,1,26324,PML,,26723,00,05,00,10,129192,0,,,0,,,0,"PML,0011399,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
306,MHerman,20150423095237,MHerman,154885,11LPL7670703,1176707,212,0,,,,20150215,20160215,,0.0,0,-1,,20150423095237,0,0,0,,0,1,26325,LPL,,26723,03,05,00,,180439,0,,,0,,,0,"LPL,1176707,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
307,TCON4A,20120922221809,TCON4A,154889,11CAA5486700,1154867,212,0,,,,20061116,20071116,20071116,0.0,0,-1,,20120922221809,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,139995,0,,,0,,,0,"CAA,1154867,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
308,TCON1A,20120922214956,TCON1A,154943,DPC004960000,0049600,212,0,,,,20120420,20130420,,0.0,0,-1,,20120922214956,0,0,0,,0,1,26326,DPC,,26723,00,01,00,15,139562,0,,,0,,,0,"DPC,0049600,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
309,LGarrets,20160602134948,LGarrets,154945,GPP005711600,0057116,212,0,,,,20140613,20150613,,0.0,0,-1,,20160602134948,0,0,0,,0,1,27061,GPP,,26723,00,01,00,,194043,0,,,0,,,0,"GPP,0057116,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
310,SLuniews,20160926134425,SLuniews,154954,CPR009269605,0092696,212,0,,,,20160801,20170801,,0.0,0,-1,,20160926134425,0,0,0,,0,1,6857,CPR,,51848,05,06,00,,198480,0,,,0,,,0,"CPR,0092696,05,06,00",,,,,,,,,,,,,,,,,,,,,,,
311,LGarrets,20140828104108,LGarrets,154963,SPL002294606,0022946,212,0,,,,20130901,20140901,,0.0,0,-1,,20140828104108,0,0,0,,0,1,26325,SPL,,26723,06,01,00,,171389,0,,,0,,,0,"SPL,0022946,06,01,00",,,,,,,,,,,,,,,,,,,,,,,
312,SLawrie,20150827113352,SLawrie,154971,LPL003996904,0039969,212,0,,,,20140701,20150701,,0.0,0,-1,,20150827113352,0,0,0,,0,1,26325,LPL,,51848,04,06,00,,184668,0,,,0,,,0,"LPL,0039969,04,06,00",,,,,,,,,,,,,,,,,,,,,,,
313,TCONV,20140906114436,TCONV,154997,APL001579507,0015795,212,0,,,,20130601,20140601,,0.0,0,-1,,20140906114436,0,0,0,,0,1,26325,APL,,51848,07,06,00,20,171844,0,,,0,,,0,"APL,0015795,07,06,00",,,,,,,,,,,,,,,,,,,,,,,
314,LGarrets,20130813161400,LGarrets,155000,DOX003071504,0030715,212,0,,,,20121201,20131201,,0.0,0,-1,,20130813161400,0,0,0,,0,1,7927,DOX,,26723,04,01,00,,152075,0,,,0,,,0,"DOX,0030715,04,01,00",,,,,,,,,,,,,,,,,,,,,,,
315,TCON2A,20120813002036,TCON2A,155007,42UXP1422600,4214226,212,0,,,,20030831,20040831,,0.0,0,-1,,20120813002036,0,0,0,,0,1,27061,UXP,,26723,00,01,00,08,108739,0,,,0,,,0,"UXP,4214226,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
316,TCON2A,20120813095812,TCON2A,155008,PEL002398402,0023984,212,0,,,,20091130,20101130,,0.0,0,-1,,20120813095812,0,0,0,,0,1,7927,PEL,,26723,02,05,00,25,115267,0,,,0,,,0,"PEL,0023984,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
317,LGarrets,20150624142142,LGarrets,155012,SPL005271302,0052713,212,0,,,,20141217,20151217,,0.0,0,-1,,20150624142142,0,0,0,,0,1,26325,SPL,,26723,02,05,00,,182538,0,,,0,,,0,"SPL,0052713,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
318,TCON4A,20120923012214,TCON4A,155045,11CAA5495400,1154954,212,0,,,,20061221,20071221,20071221,0.0,0,-1,,20120923012214,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,141820,0,,,0,,,0,"CAA,1154954,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
319,TCON3A,20120813051337,TCON3A,155054,11LPL5542205,1155422,212,0,,,,20110601,20120601,,0.0,0,-1,,20120813051337,0,0,0,,0,1,26325,LPL,,26723,05,05,00,01,113992,0,,,0,,,0,"LPL,1155422,05,05,00",,,,,,,,,,,,,,,,,,,,,,,
320,LGarrets,20150109091207,LGarrets,155082,APL002725906,0027259,212,0,,,,20140601,20150601,,0.0,0,-1,,20150109091207,0,0,0,,0,1,26325,APL,,26723,06,01,00,,177051,0,,,0,,,0,"APL,0027259,06,01,00",,,,,,,,,,,,,,,,,,,,,,,
321,SLuniews,20160914093707,SLuniews,155121,CPR007742406,0077424,212,0,,,,20160601,20170601,,0.0,0,-1,,20160914093707,0,0,0,,0,1,6857,CPR,,51848,06,06,00,,198047,0,,,0,,,0,"CPR,0077424,06,06,00",,,,,,,,,,,,,,,,,,,,,,,
322,CMessina,20130423164912,CMessina,155152,GAP002857400,0028574,212,0,,,,20080816,20090816,,0.0,0,-1,,20130423164912,0,0,0,,0,1,26326,GAP,,26723,00,01,00,,148835,0,,,0,,,0,"GAP,0028574,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
323,TCONV,20140906141430,TCONV,155222,CPR007742400,0077424,212,0,,,,20100601,20110601,,0.0,0,-1,,20140906141430,0,0,0,,0,1,6857,CPR,,51848,00,06,00,20,173018,0,,,0,,,0,"CPR,0077424,00,06,00",,,,,,,,,,,,,,,,,,,,,,,
324,LGarrets,20160818111047,LGarrets,155227,ABL930004400,9300044,212,0,,,,20151022,20161022,,0.0,0,-1,,20160818111047,0,0,0,,0,1,7927,ABL,,26723,00,05,00,,197007,0,,,0,,,0,"ABL,9300044,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
325,LGarrets,20151103140910,LGarrets,155253,HFX930000101,9300001,212,0,,,,20141031,20151031,,0.0,0,-1,,20151103140910,0,0,0,,0,1,7927,HFX,,26723,01,05,00,,186901,0,,,0,,,0,"HFX,9300001,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
326,LBiga,20150520162935,LBiga,155255,UHL002184807,0021848,212,0,,,,20140601,20150601,20150201,0.0,0,-1,,20150520162935,0,0,0,,0,1,26323,UHL,,26723,07,01,00,,181411,0,,,0,,,0,"UHL,0021848,07,01,00",,,,,,,,,,,,,,,,,,,,,,,
327,TCON3A,20120907033036,TCON3A,155269,11WCX5949200,1159492,212,0,,,,20080701,20090701,,0.0,0,-1,,20120907033036,0,0,0,,0,1,26327,WCX,,26723,00,05,00,01,127816,0,,,0,,,0,"WCX,1159492,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
328,TCONV,20140906113553,TCONV,155297,C1CAB5322100,1532210,212,0,,,,20140401,20150401,,0.0,0,-1,,20140906113553,0,0,0,,0,1,6857,CAB,,51848,00,06,00,20,171701,0,,,0,,,0,"CAB,1532210,00,06,00",,,,,,,,,,,,,,,,,,,,,,,
329,KGaspard,20140912112707,KGaspard,155320,DOP930001800,9300018,212,0,,,,20140428,20150428,,0.0,0,-1,,20140912112707,0,0,0,,0,1,7927,DOP,,26723,00,05,00,,173248,0,,,0,,,0,"DOP,9300018,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
330,KGaspard,20160311120100,KGaspard,155330,AGL000634402,0006344,212,0,,,,20151113,20161113,,0.0,0,-1,,20160311120100,0,0,0,,0,1,6857,AGL,,26723,02,01,00,,191078,0,,,0,,,0,"AGL,0006344,02,01,00",,,,,,,,,,,,,,,,,,,,,,,
331,TCON3A,20120920000105,TCON3A,155373,GAP002166900,0021669,212,0,,,,20070518,20091201,,0.0,0,-1,,20120920000105,0,0,0,,0,1,26326,GAP,,26723,00,01,00,15,132404,0,,,0,,,0,"GAP,0021669,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
332,LGarrets,20151008111639,LGarrets,155375,SPL000685210,0006852,212,0,,,,20150601,20160601,,0.0,0,-1,,20151008111639,0,0,0,,0,1,26325,SPL,,26723,10,05,00,,186116,0,,,0,,,0,"SPL,0006852,10,05,00",,,,,,,,,,,,,,,,,,,,,,,
333,LGarrets,20150227110909,LGarrets,155433,SPL005271300,0052713,212,0,,,,20121217,20131217,,0.0,0,-1,,20150227110909,0,0,0,,0,1,26325,SPL,,26723,00,05,00,,178583,0,,,0,,,0,"SPL,0052713,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
334,KGaspard,20161025111651,KGaspard,155486,AGL002698101,0026981,212,0,,,,20160618,20170618,,0.0,0,-1,,20161025111651,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,199685,0,,,0,,,0,"AGL,0026981,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
335,LGarrets,20131202125209,LGarrets,155561,DOX005285800,0052858,212,0,,,,20121217,20140331,,0.0,0,-1,,20131202125209,0,0,0,,0,1,7927,DOX,,26723,00,05,00,,154786,0,,,0,,,0,"DOX,0052858,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
336,TCON3A,20120813005428,TCON3A,155564,FLP000646906,0006469,212,0,,,,20110826,20120826,,0.0,0,-1,,20120813005428,0,0,0,,0,1,26323,FLP,,26723,06,01,00,15,109468,0,,,0,,,0,"FLP,0006469,06,01,00",,,,,,,,,,,,,,,,,,,,,,,
337,TCON2A,20120814182453,TCON2A,155571,11CAA5499003,1154990,212,0,,,,20091219,20101219,20101219,0.0,0,-1,,20120814182453,0,0,0,,0,1,26319,CAA,,26723,03,05,00,01,118551,0,,,0,,,0,"CAA,1154990,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
338,JVictori,20130522142200,JVictori,155579,WCX003512703,0035127,212,0,,,,20120901,20130901,,0.0,0,-1,,20130522142200,0,0,0,,0,1,26327,WCX,,26723,03,05,00,,149639,0,,,0,,,0,"WCX,0035127,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
339,TCON4A,20120922211149,TCON4A,155598,DPC000988000,0009880,212,0,,,,20050906,20060906,,0.0,0,-1,,20120922211149,0,0,0,,0,1,26326,DPC,,26723,00,01,00,15,139001,0,,,0,,,0,"DPC,0009880,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
340,TCON1A,20120922233842,TCON1A,155619,11WCX5945200,1159452,212,0,,,,20071101,20081101,,0.0,0,-1,,20120922233842,0,0,0,,0,1,26327,WCX,,26723,00,05,00,08,140793,0,,,0,,,0,"WCX,1159452,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
341,TCON2A,20120923030813,TCON2A,155685,11CAA5484403,1154844,212,0,,,,20091231,20101231,20101231,0.0,0,-1,,20120923030813,0,0,0,,0,1,26319,CAA,,26723,03,05,00,01,142645,0,,,0,,,0,"CAA,1154844,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
342,LGarrets,20141022141840,LGarrets,155709,SPL002294607,0022946,212,0,,,,20140901,20150901,,0.0,0,-1,,20141022141840,0,0,0,,0,1,26325,SPL,,26723,07,01,00,,174668,0,,,0,,,0,"SPL,0022946,07,01,00",,,,,,,,,,,,,,,,,,,,,,,
343,MSwinwoo,20141125150739,MSwinwoo,155725,APL001579508,0015795,212,0,,,,20140601,20150601,,0.0,0,-1,,20141125150739,0,0,0,,0,1,26325,APL,,51848,08,06,00,,175802,0,,,0,,,0,"APL,0015795,08,06,00",,,,,,,,,,,,,,,,,,,,,,,
344,ARodstro,20141017143007,ARodstro,155734,11GPP8862400,1188624,212,0,,,,20140224,20150224,,0.0,0,-1,,20141017143007,0,0,0,,0,1,6857,GPP,,26723,00,05,00,,174519,0,,,0,,,0,"GPP,1188624,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
345,LGarrets,20140930121349,LGarrets,155769,SPL005271301,0052713,212,0,,,,20131217,20141217,,0.0,0,-1,,20140930121349,0,0,0,,0,1,26325,SPL,,26723,01,05,00,,173859,0,,,0,,,0,"SPL,0052713,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
346,LGarrets,20140509113900,LGarrets,155797,72UFP2161004,7221610,212,0,,,,20071001,20081001,,0.0,0,-1,,20140509113900,0,0,0,,0,1,6857,UFP,,26723,04,01,00,,159346,0,,,0,,,0,"UFP,7221610,04,01,00",,,,,,,,,,,,,,,,,,,,,,,
347,LGarrets,20130702153513,LGarrets,155862,AEP005403500,0054035,212,0,,,,20130401,20140401,,0.0,0,-1,,20130702153513,0,0,0,,0,1,26325,AEP,,26723,00,01,00,,150867,0,,,0,,,0,"AEP,0054035,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
348,LGarrets,20160513153613,LGarrets,155910,APL000733410,0007334,212,0,,,,20150601,20160601,,0.0,0,-1,,20160513153613,0,0,0,,0,1,26325,APL,,26723,10,01,00,,193386,0,,,0,,,0,"APL,0007334,10,01,00",,,,,,,,,,,,,,,,,,,,,,,
349,ARodstro,20150318152518,ARodstro,155987,99COP7531200,9975312,212,0,,,,20081028,20121231,,0.0,0,-1,,20150318152518,0,0,0,,0,1,26326,COP,,26723,00,05,00,,179251,0,,,0,,,0,"COP,9975312,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
350,KGaspard,20160328114636,KGaspard,155993,AGL001047001,0010470,212,0,,,,20150314,20160314,,0.0,0,-1,,20160328114636,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,191603,0,,,0,,,0,"AGL,0010470,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
351,LGarrets,20150127154007,LGarrets,156050,LEL005255701,0052557,212,0,,,,20131215,20141215,,0.0,0,-1,,20150127154007,0,0,0,,0,1,26325,LEL,,26723,01,01,00,,177632,0,,,0,,,0,"LEL,0052557,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
352,TCON2A,20120317014358,TCON2A,156082,APL000733403,0007334,212,0,,,,20080601,20090601,,0.0,0,-1,,20120317014358,0,0,0,,0,1,26325,APL,,26723,03,01,00,01,86880,0,,,0,,,0,"APL,0007334,03,01,00",,,,,,,,,,,,,,,,,,,,,,,
353,JVictori,20160106133721,JVictori,156127,WCX005862500,0058625,212,0,,,,20150701,20160701,,0.0,0,-1,,20160106133721,0,0,0,,0,1,26327,WCX,,26723,00,05,00,,188807,0,,,0,,,0,"WCX,0058625,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
354,TCON2A,20120922225421,TCON2A,156144,11CAA5486702,1154867,212,0,,,,20081116,20091116,20091116,0.0,0,-1,,20120922225421,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,140264,0,,,0,,,0,"CAA,1154867,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
355,LBiga,20130628124036,LBiga,156177,FLP004619201,0046192,212,0,,,,20120919,20130919,,0.0,0,-1,,20130628124036,0,0,0,,0,1,26323,FLP,,26723,01,01,00,,150749,0,,,0,,,0,"FLP,0046192,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
356,KBarker,20151214164636,KBarker,156244,GAP002171000,0021710,212,0,,,,20070523,20101231,,0.0,0,-1,,20151214164636,0,0,0,,0,1,26326,GAP,,26723,00,01,00,,188175,0,,,0,,,0,"GAP,0021710,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
357,CJarvis,20161004135606,CJarvis,156262,AGL003682500,0036825,212,0,,,,20160430,20170430,,0.0,0,-1,,20161004135606,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,198845,0,,,0,,,0,"AGL,0036825,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
358,TCON4A,20120923031045,TCON4A,156289,11CAA5478000,1154780,212,0,,,,20061001,20070930,20070930,0.0,0,-1,,20120923031045,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,142659,0,,,0,,,0,"CAA,1154780,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
359,MBomhoff,20160520162221,MBomhoff,156291,GAP001256000,0012560,212,0,,,,20060112,20070112,,0.0,0,-1,,20160520162221,0,0,0,,0,1,26326,GAP,,26723,00,01,00,,193644,0,,,0,,,0,"GAP,0012560,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
360,SLuniews,20160210140612,SLuniews,156309,DPC005308302,0053083,212,0,,,,20141130,20151130,,0.0,0,-1,,20160210140612,0,0,0,,0,1,26326,DPC,,51848,02,06,00,,189966,0,,,0,,,0,"DPC,0053083,02,06,00",,,,,,,,,,,,,,,,,,,,,,,
361,TCON4A,20120922213412,TCON4A,156314,11CAA5489300,1154893,212,0,,,,20061201,20071130,20071130,0.0,0,-1,,20120922213412,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,139321,0,,,0,,,0,"CAA,1154893,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
362,TCON3A,20120922214233,TCON3A,156408,ULP000432300,0004323,212,0,,,,20050201,20060201,,0.0,0,-1,,20120922214233,0,0,0,,0,1,27061,ULP,,26723,00,01,00,10,139446,0,,,0,,,0,"ULP,0004323,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
363,LGarrets,20161006120107,LGarrets,156411,ABX930002302,9300023,212,0,,,,20160507,20170807,,0.0,0,-1,,20161006120107,0,0,0,,0,1,7927,ABX,,26723,02,05,00,,198952,0,,,0,,,0,"ABX,9300023,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
364,TCONV,20140906115845,KRager,156459,11CAA5930101,1159301,212,0,,,,20071215,20081215,,0.0,0,-1,,20160908125618,0,0,0,,0,1,26319,CAA,,26723,01,06,00,20,172068,0,,,0,,,0,"CAA,1159301,01,06,00",,,,,,,,,,,,,,,,,,,,,,,
365,TCON4A,20120813013521,TCON4A,156465,DOX000436006,0004360,212,0,,,,20110831,20120831,,0.0,0,-1,,20120813013521,0,0,0,,0,1,7927,DOX,,26723,06,01,00,15,110368,0,,,0,,,0,"DOX,0004360,06,01,00",,,,,,,,,,,,,,,,,,,,,,,
366,TCON4A,20120813010428,TCON4A,156486,31PKG2181400,3121814,212,0,,,,20080401,20090401,20090401,0.0,0,-1,,20120813010428,0,0,0,,0,1,6857,PKG,,26723,00,05,00,05,109691,0,,,0,,,0,"PKG,3121814,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
367,TCON2A,20120922234222,TCON2A,156529,11CAA5888300,1158883,212,0,,,,20070315,20080315,20080315,0.0,0,-1,,20120922234222,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,140848,0,,,0,,,0,"CAA,1158883,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
368,TCON2A,20120922204904,TCON2A,156569,11CAA5495402,1154954,212,0,,,,20081221,20091221,20091221,0.0,0,-1,,20120922204904,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,138672,0,,,0,,,0,"CAA,1154954,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
369,TCON2A,20120907111808,TCON2A,156584,11CAA5489403,1154894,212,0,,,,20091201,20101130,20101130,0.0,0,-1,,20120907111808,0,0,0,,0,1,26319,CAA,,26723,03,05,00,01,130396,0,,,0,,,0,"CAA,1154894,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
370,KGaspard,20151112141923,KGaspard,156630,FDX930017200,9300172,212,0,,,,20150501,20160501,,0.0,0,-1,,20151112141923,0,0,0,,0,1,7927,FDX,,26723,00,05,00,,187253,0,,,0,,,0,"FDX,9300172,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
371,TCON1A,20120922230604,TCON1A,156637,11WCX5944100,1159441,212,0,,,,20071001,20090101,,0.0,0,-1,,20120922230604,0,0,0,,0,1,26327,WCX,,26723,00,05,00,15,140388,0,,,0,,,0,"WCX,1159441,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
372,TCONV,20140906121010,TCONV,156651,11CAA5930102,1159301,212,0,,,,20081215,20091215,,0.0,0,-1,,20140906121010,0,0,0,,0,1,26319,CAA,,26723,02,06,00,20,172254,0,,,0,,,0,"CAA,1159301,02,06,00",,,,,,,,,,,,,,,,,,,,,,,
373,MKemp,20161109103337,MKemp,156690,FLP005848001,0058480,212,0,,,,20160515,20170515,,0.0,0,-1,,20161109103337,0,0,0,,0,1,26323,FLP,,26723,01,01,00,,200270,0,,,0,,,0,"FLP,0058480,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
374,LGarrets,20150624110920,LGarrets,156704,SPL005271302,0052713,212,0,,,,20141217,20151217,,0.0,0,-1,,20150624110920,0,0,0,,0,1,26325,SPL,,26723,02,05,00,,182522,0,,,0,,,0,"SPL,0052713,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
375,TCON3A,20120922215835,TCON3A,156707,APL000737105,0007371,212,0,,,,20100601,20110601,,0.0,0,-1,,20120922215835,0,0,0,,0,1,26325,APL,,26723,05,01,00,01,139709,0,,,0,,,0,"APL,0007371,05,01,00",,,,,,,,,,,,,,,,,,,,,,,
376,LGarrets,20160705072914,LGarrets,156709,SPL004265205,0042652,212,0,,,,20160301,20170301,,0.0,0,-1,,20160705072914,0,0,0,,0,1,26325,SPL,,26723,05,01,00,,195220,0,,,0,,,0,"SPL,0042652,05,01,00",,,,,,,,,,,,,,,,,,,,,,,
377,ARodstro,20141107162017,ARodstro,156711,11WCX5949000,1159490,212,0,,,,20080701,20090701,,0.0,0,-1,,20141107162017,0,0,0,,0,1,26327,WCX,,26723,00,05,00,,175240,0,,,0,,,0,"WCX,1159490,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
378,LGarrets,20161025071117,sys,156717,DOX930055100,9300551,212,0,,,,20151118,20171118,,1237125.0,0,-1,,20200220135215,0,0,0,,0,1,7927,DOX,,26723,00,05,00,05,,0,,PIJ,0,,,0,"DOX,9300551,00,05,00",,,,,,,1237125.0,,,,,,,,,,,,,,,,
379,TCON3A,20120922235230,TCON3A,156724,GAP003426301,0034263,212,0,,,,20100626,20110626,,0.0,0,-1,,20120922235230,0,0,0,,0,1,26326,GAP,,26723,01,05,00,15,140973,0,,,0,,,0,"GAP,0034263,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
380,TCON2A,20120922230038,TCON2A,156734,11CAA5489401,1154894,212,0,,,,20071201,20081130,20081130,0.0,0,-1,,20120922230038,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,140334,0,,,0,,,0,"CAA,1154894,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
381,LBiga,20150811160552,LBiga,156755,AGL001805200,0018052,212,0,,,,20141006,20151006,,0.0,0,-1,,20150811160552,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,184163,0,,,0,,,0,"AGL,0018052,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
382,TCONV,20140906125828,TCONV,156803,ULP003596500,0035965,212,0,,,,20091101,20101101,,0.0,0,-1,,20140906125828,0,0,0,,0,1,27061,ULP,,26723,00,06,00,20,172806,0,,,0,,,0,"ULP,0035965,00,06,00",,,,,,,,,,,,,,,,,,,,,,,
383,MHerman,20140311153049,MHerman,156822,BLX930000300,9300003,212,0,,,,20131201,20141201,,0.0,0,-1,,20140311153049,0,0,0,,0,1,7927,BLX,,26723,00,05,00,,157484,0,,,0,,,0,"BLX,9300003,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
