,ADDED_BY_USER,DTTM_RCD_ADDED,UPDATED_BY_USER,POLICY_ID,POLICY_NAME,POLICY_NUMBER,POLICY_STATUS_CODE,INSURER_EID,ISSUE_DATE,REVIEW_DATE,RENEWAL_DATE,EFFECTIVE_DATE,EXPIRATION_DATE,CANCEL_DATE,PREMIUM,TRIGGER_CLAIM_FLAG,PRIMARY_POLICY_FLG,COMMENTS,DTTM_RCD_LAST_UPD,BROKER_EID,BANK_ACC_ID,SUB_ACC_ROW_ID,HTMLCOMMENTS,ALL_STATES_FLAG,POLICY_SYSTEM_ID,POLICY_LOB_CODE,POLICY_SYMBOL,EXTERNAL_POLICY_ID,CURRENCY_CODE,MODULE,MASTER_COMPANY,LOCATION_COMPANY,BRANCH_CODE,LEGACY_UNIQUE_IDENTIFIER,INVALID_IND,PAID_TO_DATE,ISSUE_SYSTEM,RESINSURANCE_FLAG,RETRO_DATE,TAIL_DATE,REINSURANCE_CODE,EXTERNAL_POLICY_KEY,MASTER_COMPANY_DESC,INJURY_MGT_PROGRAM_CODE,CANCEL_REASON_CODE,GST_RATE,GST_AMOUNT,ITC_RATE,PREMIUM_WO_GST,PRODUCT_TYPE,PRODUCT_SUB_TYPE,REPT_PRODUCT_TYPE,ISSUE_STATE,MAJOR_LOB,FACE_AMOUNT,CONTESTABLE,INSURED_INDICATOR,ANNUITY_QUAL_TYPE,PAR_TYPE,ADMIN_PAID_DATE,PLAN_CODE,REGION,CLIENT_PROG_ID,UMR_ROW_ID,PROCESSED
115,JVictori,20140421115101,JVictori,149381,WCX003044405,0030444,212,0,,,,20140101,20150101,,0.0,0,-1,,20140421115101,0,0,0,,0,1,26327,WCX,,26723,05,05,00,,158707,0,,,0,,,0,"WCX,0030444,05,05,00",,,,,,,,,,,,,,,,,,,,,,,
116,TCON3A,20120907055144,TCON3A,149394,WCX003123101,0031231,212,0,,,,20100101,20110101,,0.0,0,-1,,20120907055144,0,0,0,,0,1,26327,WCX,,26723,01,05,00,15,128637,0,,,0,,,0,"WCX,0031231,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
117,TCON4A,20120822210358,TCON4A,149411,11CAA5491901,1154919,212,0,,,,20071201,20081201,20081201,0.0,0,-1,,20120822210358,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,121417,0,,,0,,,0,"CAA,1154919,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
118,TCON2A,20120813080558,TCON2A,149413,11CAA5481402,1154814,212,0,,,,20091201,20101201,20101201,0.0,0,-1,,20120813080558,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,114746,0,,,0,,,0,"CAA,1154814,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
119,TCON3A,20120813114820,TCON3A,149447,BFI000953003,0009530,212,0,,,,20080815,20090815,,0.0,0,-1,,20120813114820,0,0,0,,0,1,7927,BFI,,26723,03,01,00,10,116143,0,,,0,,,0,"BFI,0009530,03,01,00",,,,,,,,,,,,,,,,,,,,,,,
120,LGarrets,20161018153622,LGarrets,149488,SPL005867501,0058675,212,0,,,,20160701,20170701,,0.0,0,-1,,20161018153622,0,0,0,,0,1,26325,SPL,,26723,01,01,00,,199452,0,,,0,,,0,"SPL,0058675,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
121,TCON1A,20120813050554,TCON1A,149508,11CAA5499000,1154990,212,0,,,,20061219,20071219,20071219,0.0,0,-1,,20120813050554,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,113900,0,,,0,,,0,"CAA,1154990,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
122,TCON2A,20120923002942,TCON2A,149522,11CAA5491902,1154919,212,0,,,,20081201,20091201,20091201,0.0,0,-1,,20120923002942,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,141282,0,,,0,,,0,"CAA,1154919,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
123,TCON2A,20120920073433,TCON2A,149536,UHL002460803,0024608,212,0,,,,20110208,20120208,,0.0,0,-1,,20120920073433,0,0,0,,0,1,26323,UHL,,26723,03,01,00,15,135811,0,,,0,,,0,"UHL,0024608,03,01,00",,,,,,,,,,,,,,,,,,,,,,,
124,JVictori,20160405123515,JVictori,149553,WCX005864200,0058642,212,0,,,,20150701,20160701,,0.0,0,-1,,20160405123515,0,0,0,,0,1,26327,WCX,,26723,00,05,00,,191959,0,,,0,,,0,"WCX,0058642,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
125,JVictori,20121210175513,JVictori,149633,WCX004298800,0042988,212,0,,,,20110701,20130701,,0.0,0,-1,,20121210175513,0,0,0,,0,1,26327,WCX,,26723,00,05,00,,145164,0,,,0,,,0,"WCX,0042988,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
126,TCON2A,20120814172112,TCON2A,149657,11CAA7078500,1170785,212,0,,,,20090112,20091230,20091230,0.0,0,-1,,20120814172112,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,117405,0,,,0,,,0,"CAA,1170785,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
127,SLuniews,20160607133613,SLuniews,149682,PRP005932300,0059323,212,0,,,,20151130,20161130,,0.0,0,-1,,20160607133613,0,0,0,,0,1,27060,PRP,,51848,00,06,00,,194207,0,,,0,,,0,"PRP,0059323,00,06,00",,,,,,,,,,,,,,,,,,,,,,,
128,JVictori,20140113121328,JVictori,149716,11WCX5935600,1159356,212,0,,,,20070131,20080601,20080501,0.0,0,-1,,20140113121328,0,0,0,,0,1,26327,WCX,,26723,00,05,00,,155843,0,,,0,,,0,"WCX,1159356,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
129,TCON3A,20120922181802,TCON3A,149754,11WCX5942000,1159420,212,0,,,,20070630,20080630,,0.0,0,-1,,20120922181802,0,0,0,,0,1,26327,WCX,,26723,00,05,00,05,136790,0,,,0,,,0,"WCX,1159420,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
130,TCON1A,20120315200532,TCON1A,149788,11CAA5491900,1154919,212,0,,,,20061201,20071201,20071201,0.0,0,-1,,20120315200532,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,65115,0,,,0,,,0,"CAA,1154919,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
131,KGaspard,20151229122621,KGaspard,149801,AGL000535900,0005359,212,0,,,,20131025,20141025,,0.0,0,-1,,20151229122621,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,188586,0,,,0,,,0,"AGL,0005359,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
132,SLawrie,20150914112718,SLawrie,149889,BFI003461206,0034612,212,0,,,,20150601,20160501,,0.0,0,-1,,20150914112718,0,0,0,,0,1,7927,BFI,,51848,06,06,00,,185230,0,,,0,,,0,"BFI,0034612,06,06,00",,,,,,,,,,,,,,,,,,,,,,,
133,LGarrets,20130315085350,LGarrets,149906,APL000737107,0007371,212,0,,,,20120601,20130601,,0.0,0,-1,,20130315085350,0,0,0,,0,1,26325,APL,,26723,07,01,00,,147746,0,,,0,,,0,"APL,0007371,07,01,00",,,,,,,,,,,,,,,,,,,,,,,
134,MHerman,20130318161916,MHerman,149908,IAP003967201,0039672,212,0,,,,20110701,20130701,,0.0,0,-1,,20130318161916,0,0,0,,0,1,7927,IAP,,26723,01,05,00,,147804,0,,,0,,,0,"IAP,0039672,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
135,JVictori,20130819161304,JVictori,149925,WCX004298800,0042988,212,0,,,,20110701,20130701,,0.0,0,-1,,20130819161304,0,0,0,,0,1,26327,WCX,,26723,00,05,00,,152237,0,,,0,,,0,"WCX,0042988,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
136,SLawrie,20150826152639,SLawrie,149988,LPL003996903,0039969,212,0,,,,20130701,20140701,,0.0,0,-1,,20150826152639,0,0,0,,0,1,26325,LPL,,51848,03,06,00,,184639,0,,,0,,,0,"LPL,0039969,03,06,00",,,,,,,,,,,,,,,,,,,,,,,
137,SLawrie,20150928120105,SLawrie,150029,LPL004594901,0045949,212,0,,,,20120701,20130701,,0.0,0,-1,,20150928120105,0,0,0,,0,1,26325,LPL,,51848,01,06,00,,185706,0,,,0,,,0,"LPL,0045949,01,06,00",,,,,,,,,,,,,,,,,,,,,,,
138,TCON4A,20120923000456,TCON4A,150084,12APL0543300,1205433,212,0,,,,20030501,20040501,,0.0,0,-1,,20120923000456,0,0,0,,0,1,26325,APL,,26723,00,01,00,01,141130,0,,,0,,,0,"APL,1205433,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
139,TCON2A,20120922181132,TCON2A,150104,11CAA5486401,1154864,212,0,,,,20071130,20081130,20081130,0.0,0,-1,,20120922181132,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,136717,0,,,0,,,0,"CAA,1154864,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
140,TCON4A,20120812234158,TCON4A,150115,OEP003970100,0039701,212,0,,,,20100701,20110701,,0.0,0,-1,,20120812234158,0,0,0,,0,1,26320,OEP,,26723,00,05,00,09,107847,0,,,0,,,0,"OEP,0039701,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
141,SLawrie,20150813113141,SLawrie,150118,LPL001710704,0017107,212,0,,,,20100701,20110701,,0.0,0,-1,,20150813113141,0,0,0,,0,1,26325,LPL,,51848,04,06,00,,184238,0,,,0,,,0,"LPL,0017107,04,06,00",,,,,,,,,,,,,,,,,,,,,,,
142,LGarrets,20150310101914,LGarrets,150121,APL000737109,0007371,212,0,,,,20140601,20150601,,0.0,0,-1,,20150310101914,0,0,0,,0,1,26325,APL,,26723,09,01,00,,178919,0,,,0,,,0,"APL,0007371,09,01,00",,,,,,,,,,,,,,,,,,,,,,,
143,JVictori,20130206165629,JVictori,150182,11WCX5939400,1159394,212,0,,,,20070701,20080701,,0.0,0,-1,,20130206165629,0,0,0,,0,1,26327,WCX,,26723,00,05,00,,146827,0,,,0,,,0,"WCX,1159394,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
144,TCON2A,20120922203847,TCON2A,150252,11CAA5488602,1154886,212,0,,,,20081215,20091215,20091215,0.0,0,-1,,20120922203847,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,138520,0,,,0,,,0,"CAA,1154886,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
145,TCON1A,20120813061529,TCON1A,150341,11CAA5491600,1154916,212,0,,,,20061201,20071130,20071130,0.0,0,-1,,20120813061529,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,114300,0,,,0,,,0,"CAA,1154916,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
146,TCON3A,20120314043054,TCON3A,150350,72UFP1326601,7213266,212,0,,,,20040101,20050101,,0.0,0,-1,,20120314043054,0,0,0,,0,1,27061,UFP,,26723,01,01,00,10,43606,0,,,0,,,0,"UFP,7213266,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
147,NAgarwal,20160603090949,NAgarwal,150356,AGL000908002,0009080,212,0,,,,20160204,20170204,,0.0,0,-1,,20160603090949,0,0,0,,0,1,6857,AGL,,26723,02,01,00,,194063,0,,,0,,,0,"AGL,0009080,02,01,00",,,,,,,,,,,,,,,,,,,,,,,
148,KRager,20130201142801,KRager,150358,11GPP4930701,1149307,212,0,,,,20070801,20071203,20071203,0.0,0,-1,,20130201142801,0,0,0,,0,1,6857,GPP,,26723,01,05,00,,146698,0,,,0,,,0,"GPP,1149307,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
149,KGaspard,20160718142028,KGaspard,150379,AGL002046101,0020461,212,0,,,,20151215,20161215,,0.0,0,-1,,20160718142028,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,195758,0,,,0,,,0,"AGL,0020461,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
150,ARodstro,20140709123149,ARodstro,150420,DPC001955805,0019558,212,0,,,,20111231,20121231,,0.0,0,-1,,20140709123149,0,0,0,,0,1,26326,DPC,,26723,05,01,00,,160919,0,,,0,,,0,"DPC,0019558,05,01,00",,,,,,,,,,,,,,,,,,,,,,,
151,TCON3A,20120922222357,TCON3A,150427,CAP002460503,0024605,212,0,,,,20110301,20120301,,0.0,0,-1,,20120922222357,0,0,0,,0,1,26325,CAP,,26723,03,05,00,01,140070,0,,,0,,,0,"CAP,0024605,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
152,TCON3A,20120907011814,TCON3A,150432,PML000845100,0008451,212,0,,,,20050711,20060711,,0.0,0,-1,,20120907011814,0,0,0,,0,1,26324,PML,,26723,00,05,00,10,125773,0,,,0,,,0,"PML,0008451,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
153,LHanson,20121121090348,LHanson,150466,FLP004269401,0042694,212,0,,,,20120215,20130215,,0.0,0,-1,,20121121090348,0,0,0,,0,1,26323,FLP,,26723,01,01,00,,144708,0,,,0,,,0,"FLP,0042694,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
154,LGarrets,20160929154137,LGarrets,150477,SPL000685211,0006852,212,0,,,,20160601,20170601,,0.0,0,-1,,20160929154137,0,0,0,,0,1,26325,SPL,,26723,11,05,00,,198671,0,,,0,,,0,"SPL,0006852,11,05,00",,,,,,,,,,,,,,,,,,,,,,,
155,LGarrets,20160115122953,LGarrets,150478,SPL005867500,0058675,212,0,,,,20150701,20160701,,0.0,0,-1,,20160115122953,0,0,0,,0,1,26325,SPL,,26723,00,01,00,,189099,0,,,0,,,0,"SPL,0058675,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
156,LGarrets,20150311114810,LGarrets,150488,11LPL10404200,1110404,212,0,,,,20141015,20151015,,0.0,0,-1,,20150311114810,0,0,0,,0,1,26325,LPL,,26723,00,05,00,,178980,0,,,0,,,0,"LPL,1110404,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
157,KGaspard,20141124162926,KGaspard,150491,AGL001158700,0011587,212,0,,,,20140409,20150409,,0.0,0,-1,,20141124162926,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,175764,0,,,0,,,0,"AGL,0011587,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
158,JVictori,20150723142851,JVictori,150575,WCX002958603,0029586,212,0,,,,20111001,20121001,,0.0,0,-1,,20150723142851,0,0,0,,0,1,26327,WCX,,26723,03,05,00,,183520,0,,,0,,,0,"WCX,0029586,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
159,MSwinwoo,20141121160141,MSwinwoo,150585,CPR010874700,0108747,212,0,,,,20141001,20151001,,0.0,0,-1,,20141121160141,0,0,0,,0,1,6857,CPR,,51848,00,06,00,,175723,0,,,0,,,0,"CPR,0108747,00,06,00",,,,,,,,,,,,,,,,,,,,,,,
160,ARodstro,20140304121118,ARodstro,150600,DPC004960000,0049600,212,0,,,,20120420,20130420,,0.0,0,-1,,20140304121118,0,0,0,,0,1,26326,DPC,,26723,00,01,00,,157109,0,,,0,,,0,"DPC,0049600,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
161,LGarrets,20150427112238,LGarrets,150606,11LPL10327700,1110327,212,0,,,,20140924,20150924,,0.0,0,-1,,20150427112238,0,0,0,,0,1,26325,LPL,,26723,00,05,00,,180555,0,,,0,,,0,"LPL,1110327,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
162,KGaspard,20140922085418,KGaspard,150615,11LPL3853408,1138534,212,0,,,,20140101,20150101,,0.0,0,-1,,20140922085418,0,0,0,,0,1,26325,LPL,,26723,08,05,00,,173523,0,,,0,,,0,"LPL,1138534,08,05,00",,,,,,,,,,,,,,,,,,,,,,,
163,TCONV,20140906114849,TCONV,150648,APL001579502,0015795,212,0,,,,20080601,20090601,,0.0,0,-1,,20140906114849,0,0,0,,0,1,26325,APL,,51848,02,06,00,20,171909,0,,,0,,,0,"APL,0015795,02,06,00",,,,,,,,,,,,,,,,,,,,,,,
164,KGaspard,20141105103308,KGaspard,150668,AGL000120100,0001201,212,0,,,,20130601,20140601,,0.0,0,-1,,20141105103308,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,175128,0,,,0,,,0,"AGL,0001201,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
165,TCON1A,20120814172130,TCON1A,150672,11XLP1585501,1115855,212,0,,,,20040220,20050220,,0.0,0,-1,,20120814172130,0,0,0,,0,1,26324,XLP,,26723,01,05,00,01,117407,0,,,0,,,0,"XLP,1115855,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
166,LBiga,20130913120743,LBiga,150693,FLP005031001,0050310,212,0,,,,20130605,20140605,,0.0,0,-1,,20130913120743,0,0,0,,0,1,26323,FLP,,26723,01,01,00,,152920,0,,,0,,,0,"FLP,0050310,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
167,LBiga,20151027085009,LBiga,150697,FLP004527004,0045270,212,0,,,,20150701,20160701,,0.0,0,-1,,20151027085009,0,0,0,,0,1,26323,FLP,,26723,04,01,00,,186675,0,,,0,,,0,"FLP,0045270,04,01,00",,,,,,,,,,,,,,,,,,,,,,,
168,KGaspard,20160404084628,KGaspard,150698,AGL001159501,0011595,212,0,,,,20150405,20160405,,0.0,0,-1,,20160404084628,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,191874,0,,,0,,,0,"AGL,0011595,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
169,LGarrets,20141017092130,LGarrets,150718,APL000733408,0007334,212,0,,,,20130601,20140601,,0.0,0,-1,,20141017092130,0,0,0,,0,1,26325,APL,,26723,08,01,00,,174483,0,,,0,,,0,"APL,0007334,08,01,00",,,,,,,,,,,,,,,,,,,,,,,
170,ARodstro,20161115182135,ARodstro,150726,AGL003043901,0030439,212,0,,,,20161016,20171016,,0.0,0,-1,,20161115182135,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,200513,0,,,0,,,0,"AGL,0030439,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
171,KGaspard,20160803120347,KGaspard,150808,AGL003543000,0035430,212,0,,,,20160324,20170324,,0.0,0,-1,,20160803120347,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,196447,0,,,0,,,0,"AGL,0035430,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
172,ARodstro,20121203084727,ARodstro,150833,XFR004742100,0047421,212,0,,,,20111231,20130115,20111231,0.0,0,-1,,20121203084727,0,0,0,,0,1,6857,XFR,,26723,00,01,00,,144919,0,,,0,,,0,"XFR,0047421,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
173,ARodstro,20160810121853,ARodstro,150918,AGL003317200,0033172,212,0,,,,20160122,20170122,,0.0,0,-1,,20160810121853,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,196701,0,,,0,,,0,"AGL,0033172,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
174,TCON2A,20120815205832,TCON2A,150940,WCX003420701,0034207,212,0,,,,20100701,20110701,,0.0,0,-1,,20120815205832,0,0,0,,0,1,26327,WCX,,26723,01,05,00,08,119368,0,,,0,,,0,"WCX,0034207,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
175,JVictori,20150406184433,JVictori,150982,WCX002928306,0029283,212,0,,,,20141001,20151001,,0.0,0,-1,,20150406184433,0,0,0,,0,1,26327,WCX,,26723,06,05,00,,179890,0,,,0,,,0,"WCX,0029283,06,05,00",,,,,,,,,,,,,,,,,,,,,,,
176,ARodstro,20130417144903,ARodstro,150993,UFP004204600,0042046,212,0,,,,20110101,20120101,,0.0,0,-1,,20130417144903,0,0,0,,0,1,27061,UFP,,26723,00,01,00,,148669,0,,,0,,,0,"UFP,0042046,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
177,TCON2A,20120923024118,TCON2A,151082,11CAA5499303,1154993,212,0,,,,20091215,20101215,20101215,0.0,0,-1,,20120923024118,0,0,0,,0,1,26319,CAA,,26723,03,05,00,01,142542,0,,,0,,,0,"CAA,1154993,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
178,TCON2A,20120923035457,TCON2A,151101,11WCX5937501,1159375,212,0,,,,20080601,20090601,,0.0,0,-1,,20120923035457,0,0,0,,0,1,26327,WCX,,26723,01,05,00,08,142899,0,,,0,,,0,"WCX,1159375,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
179,MSwinwoo,20150331144240,MSwinwoo,151116,LPL004594900,0045949,212,0,,,,20110701,20120701,,0.0,0,-1,,20150331144240,0,0,0,,0,1,26325,LPL,,51848,00,06,00,,179684,0,,,0,,,0,"LPL,0045949,00,06,00",,,,,,,,,,,,,,,,,,,,,,,
180,TCONV,20140906123646,TCONV,151182,11CAA5930103,1159301,212,0,,,,20091215,20101215,,0.0,0,-1,,20140906123646,0,0,0,,0,1,26319,CAA,,26723,03,06,00,20,172661,0,,,0,,,0,"CAA,1159301,03,06,00",,,,,,,,,,,,,,,,,,,,,,,
181,TCON1A,20120815210524,TCON1A,151193,11WCX5945600,1159456,212,0,,,,20080101,20090101,20080101,0.0,0,-1,,20120815210524,0,0,0,,0,1,26327,WCX,,26723,00,05,00,10,119482,0,,,0,,,0,"WCX,1159456,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
182,TCON4A,20120923000134,TCON4A,151198,11LPL2734603,1127346,212,0,,,,20070331,20080331,,0.0,0,-1,,20120923000134,0,0,0,,0,1,26325,LPL,,26723,03,05,00,01,141079,0,,,0,,,0,"LPL,1127346,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
183,TCON4A,20120922230659,TCON4A,151213,11CAA5464601,1154646,212,0,,,,20070701,20080701,20080701,0.0,0,-1,,20120922230659,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,140399,0,,,0,,,0,"CAA,1154646,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
184,SLuniews,20151216152028,SLuniews,151227,LPL004594904,0045949,212,0,,,,20150701,20160701,,0.0,0,-1,,20151216152028,0,0,0,,0,1,26325,LPL,,51848,04,06,00,,188269,0,,,0,,,0,"LPL,0045949,04,06,00",,,,,,,,,,,,,,,,,,,,,,,
185,TCON3A,20120317050833,TCON3A,151243,WCX003343701,0033437,212,0,,,,20100701,20110701,,0.0,0,-1,,20120317050833,0,0,0,,0,1,26327,WCX,,26723,01,05,00,10,90542,0,,,0,,,0,"WCX,0033437,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
186,ARodstro,20130510142558,ARodstro,151253,UXP004204100,0042041,212,0,,,,20110101,20120101,,0.0,0,-1,,20130510142558,0,0,0,,0,1,27061,UXP,,26723,00,05,00,,149322,0,,,0,,,0,"UXP,0042041,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
187,LBiga,20140514162803,LBiga,151265,AGL000535900,0005359,212,0,,,,20131025,20141025,,0.0,0,-1,,20140514162803,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,159519,0,,,0,,,0,"AGL,0005359,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
188,LGarrets,20160622084741,LGarrets,151276,11LPL0696812,1106968,212,0,,,,20150729,20160729,,0.0,0,-1,,20160622084741,0,0,0,,0,1,26325,LPL,,26723,12,05,00,,194795,0,,,0,,,0,"LPL,1106968,12,05,00",,,,,,,,,,,,,,,,,,,,,,,
189,TCON3A,20120314045357,TCON3A,151309,11CAA5499002,1154990,212,0,,,,20081010,20091219,20091219,0.0,0,-1,,20120314045357,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,44124,0,,,0,,,0,"CAA,1154990,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
190,TCON2A,20120812224800,TCON2A,151421,DPC000631102,0006311,212,0,,,,20070601,20080629,,0.0,0,-1,,20120812224800,0,0,0,,0,1,26326,DPC,,26723,02,05,00,15,106693,0,,,0,,,0,"DPC,0006311,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
191,TCON4A,20120923025743,TCON4A,151485,11CAA5491601,1154916,212,0,,,,20071201,20081130,20081130,0.0,0,-1,,20120923025743,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,142568,0,,,0,,,0,"CAA,1154916,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
192,LBiga,20160107104545,LBiga,151496,FLP005703701,0057037,212,0,,,,20150603,20160603,,0.0,0,-1,,20160107104545,0,0,0,,0,1,26323,FLP,,26723,01,01,00,,188839,0,,,0,,,0,"FLP,0057037,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
193,TCON4A,20120923030247,TCON4A,151591,GPP001596301,0015963,212,0,,,,20070601,20080601,,0.0,0,-1,,20120923030247,0,0,0,,0,1,26326,GPP,,26723,01,05,00,15,142602,0,,,0,,,0,"GPP,0015963,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
194,TCON1A,20120922224241,TCON1A,151646,11WCX5944200,1159442,212,0,,,,20071001,20081001,,0.0,0,-1,,20120922224241,0,0,0,,0,1,26327,WCX,,26723,00,05,00,08,140151,0,,,0,,,0,"WCX,1159442,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
195,MHerman,20141009114308,MHerman,151652,72UFP1326600,7213266,212,0,,,,20030101,20040101,,0.0,0,-1,,20141009114308,0,0,0,,0,1,27061,UFP,,26723,00,01,00,,174216,0,,,0,,,0,"UFP,7213266,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
196,TCON2A,20120813030321,TCON2A,151669,11CAA5921102,1159211,212,0,,,,20091101,20101031,20101031,0.0,0,-1,,20120813030321,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,112312,0,,,0,,,0,"CAA,1159211,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
197,KGaspard,20160804094348,KGaspard,151672,AGL002193701,0021937,212,0,,,,20160201,20170201,,0.0,0,-1,,20160804094348,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,196483,0,,,0,,,0,"AGL,0021937,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
198,MHerman,20150206150549,MHerman,151733,11LPL7651704,1176517,212,0,,,,20140822,20150822,,0.0,0,-1,,20150206150549,0,0,0,,0,1,26325,LPL,,26723,04,05,00,,177960,0,,,0,,,0,"LPL,1176517,04,05,00",,,,,,,,,,,,,,,,,,,,,,,
199,TCON4A,20120823004256,TCON4A,151740,WCX003343701,0033437,212,0,,,,20100701,20110701,,0.0,0,-1,,20120823004256,0,0,0,,0,1,26327,WCX,,26723,01,05,00,10,121972,0,,,0,,,0,"WCX,0033437,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
200,ARodstro,20151016153851,ARodstro,151755,AGL000200301,0002003,212,0,,,,20140701,20150701,,0.0,0,-1,,20151016153851,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,186395,0,,,0,,,0,"AGL,0002003,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
201,TCON1A,20120907082932,TCON1A,151756,11CAA5494401,1154944,212,0,,,,20071215,20081215,20081215,0.0,0,-1,,20120907082932,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,129658,0,,,0,,,0,"CAA,1154944,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
202,TCON1A,20120923015216,TCON1A,151788,WCX003341202,0033412,212,0,,,,20110701,20120701,,0.0,0,-1,,20120923015216,0,0,0,,0,1,26327,WCX,,26723,02,05,00,10,142185,0,,,0,,,0,"WCX,0033412,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
203,KRager,20160811134334,KRager,151789,UHL001318008,0013180,212,0,,,,20140301,20150301,,0.0,0,-1,,20160811134334,0,0,0,,0,1,26323,UHL,,26723,08,01,00,,196764,0,,,0,,,0,"UHL,0013180,08,01,00",,,,,,,,,,,,,,,,,,,,,,,
204,LGarrets,20160610141211,LGarrets,151790,71WCX8916610,7189166,212,0,,,,20150101,20160101,,0.0,0,-1,,20160610141211,0,0,0,,0,1,26327,WCX,,26723,10,05,00,,194345,0,,,0,,,0,"WCX,7189166,10,05,00",,,,,,,,,,,,,,,,,,,,,,,
